overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,,True,"04 16, 2015",A9JWMN7QQI95L,B00PMLDNBA,,Ian,Came fast.,Fast,1429142400,
5.0,,True,"12 3, 2012",A1OYSQN7M1UZCB,B004W8D0Y4,,Nancool,"I have started sending these ecards as gifts, as the teenagers in our family really prefer to select their own favorites.  Amazon how has a big variety of mechandise, not just books, although books remain a popular choice. This way the recipient can choose the medium, such as a digital book, rather than a paperback, for example.",Teenagers Pick their own favorites,1354492800,
5.0,,True,"06 2, 2014",A1XZ4W5P1WW1V8,B00C5UMHOU,,LKN,I needed something to take that would pack small and light on an island jaunt.  Perfect gift!  I might do this again without the weight restrictions.,simple and portable,1401667200,
5.0,,True,"03 1, 2018",A10FAGRB34RUCH,B0091JKVU0,{'Gift Amount:': ' 0'},david robbins,yup,Five Stars,1519862400,
5.0,,True,"08 26, 2016",A3N19YSTN0Q3KP,B00Q7Z38B0,,Amy D.,Arrived as promised!,Five Stars,1472169600,
1.0,,True,"09 3, 2017",A1IW7ST90BEM6M,B014S24DAI,{'Gift Amount:': ' 25'},T. Johnson,"Had no reason to purchase, except an offer to get a $5 credit if ordered through Alexa. Delivered same day.  Had several orders since with no credit and don't see a credit in shopping cart (post one-week). No worries, no money lost, but a little disappointed.  I assume there is an exception, but you'd think their algorithm would have excluded the messaging to me.",No $5 credit,1504396800,
5.0,,True,"07 4, 2018",A37T0N0JE0RYEH,B00ELQD11E,,elle,What a easy gift and always appreciated,Five Stars,1530662400,
5.0,,True,"04 20, 2017",ATKLXE0193QXR,B016J1LGPG,{'Gift Amount:': ' 25'},Jack C. West,item arrived on time and was redeemed quickly,Five Stars,1492646400,
5.0,,True,"05 1, 2013",A11GUEONLEVO7F,B00BSXWO52,,Phyllis Hyneman,This was a great gift for my daughter and it was so easy to do! She loved it and it was perfect since she got a Kindle for Christmas.,Great gift,1367366400,
5.0,,True,"09 22, 2014",A2J4L740WE9VF3,B004KNWWV8,,KS,Great.,Five Stars,1411344000,
5.0,,True,"07 1, 2013",A3SEL2AH1T2F80,B004Q7CK9M,{'Gift Amount:': ' 50'},Dianne Ratowsky,"I was so impressed to see it in my hand, the next morning after ordering on light the evening before.  A miracle!",And it didn't cost me any shipping!,1372636800,
5.0,,True,"05 14, 2016",A12TXWDKUOXHQO,B00CRQ512C,,Gregg P.,Convenient gift on teachers day.,Perfect for teachers day.,1463184000,
5.0,,True,"08 5, 2016",A1YBU9ZL6KVDRG,B00BWDH2O6,,Laurie Davis,Perfect easy gift.,Five Stars,1470355200,
5.0,,True,"02 6, 2018",A27BVTP40B0XK7,B00BXLUI5M,,Nicole,"Forgot to use, but will next week and great deal",Gift,1517875200,
5.0,,True,"12 22, 2016",AGIKUAKTKENRU,B0091JKY0M,{'Gift Amount:': ' 50'},Judy J,Perfect Xmas gift,Five Stars,1482364800,
5.0,,True,"01 10, 2017",A1YTSRWO9T6OZC,B01E4QPDV6,{'Gift Amount:': ' 100'},Dave Spoerl,It was a perfect gift,Five Stars,1484006400,
5.0,,True,"12 3, 2013",A1S4KEJG2W8MIW,B004Q7CK9M,{'Gift Amount:': ' 15'},mom2three,Perfect gift for when you don't want to give money. Arrived fast. The card is nice quality and looks great.,GREAT gift,1386028800,
5.0,,True,"03 7, 2018",ACYQC1CTFEK93,B00KV30IHG,,Madalyn Temaat,When I didn't know what to buy with my gift card I bought another gift card for my brother for his birthday so I didn't really have to spend any of my money. Amazon is really so incredibly convenient,Great Product,1520380800,
5.0,,True,"06 21, 2018",A16N6GFNWH22PU,B00KV30IHG,,Amazon Customer,Love it,Love it,1529539200,
5.0,,True,"05 14, 2018",A2GBU6IFD1YVAG,B004LLIKVU,{'Gift Amount:': ' 50'},RRTX49PC,"gave these to my kids for helping me out while I am recuperating fro surgery.  They deserved it, though they wouldl have doe the work for free... which was why I surpresed them with the cards.",Surprise gift to show appreciation for a job well done...,1526256000,
5.0,,True,"12 13, 2017",A22OZFP0ZS5YWR,B01E4QPDV6,{'Gift Amount:': ' 75'},mary,Very high quality box...pop up tree and presents better than picture...it is such a wonderful way to give a gift card. I'm so impressed that I decided I must make the time to write a review (which I rarely do).,pop up tree and presents better than picture,1513123200,
5.0,,True,"09 29, 2015",A3CEC4CVNG98ZT,B00I5426SM,,Hidden Name,Amazon gift cards are the best gifts.,Amazon gift cards are the best gifts.,1443484800,
5.0,,True,"10 4, 2014",ABUMH2YLMWR2,B00BWDHBU6,,Eileen,Great gift and so quick.,Five Stars,1412380800,
5.0,,True,"04 24, 2015",A1ZW0KLWN2BJ8S,B00CHSWG6O,,Mike Williams,My kids love getting Amazon gift cards.  They can buy whatever they like and Amazon has so many good choices.  It is one of those 'win-win' events.  Amazon makes it so easy!,My kids love getting Amazon gift cards,1429833600,
5.0,,True,"03 19, 2013",A3S6ECO7YDXT65,B004LLJ6XG,,Erinn,What a convenient and easy way to share a gift with a loved one that you cannot see in person or when you don't have time to send it via snail mail.,Convenient,1363651200,
5.0,,True,"03 13, 2014",A1L8RKBZOX51BI,B0066AZGD4,,Anne Holmes,this was a great way to send a gift to a friend who needed it really fast!  The process was fairly simple and straightforward and I've used it twice since the first time!  Everyone loved their gift!,Fantastic and fast!,1394668800,
5.0,,True,"10 1, 2016",A2WN4OPH6Z1Y5D,B00GRLUECA,,Rosemary martin,"I sent it as gift and the recipient was thrilled with it,will be getting his wife one soon for her birthday",Cheesecake factory is the best,1475280000,
5.0,,True,"07 7, 2015",A6CO0VI4UD01D,B00BXLUFQ4,,Keith,Great price.,Five Stars,1436227200,
5.0,,True,"01 8, 2017",A3LFQDIG6X0GA8,B01E4QS95I,{'Gift Amount:': ' 25'},Amazon Customer,No comment,Five Stars,1483833600,
5.0,,True,"02 3, 2016",AZKPD1TI6WK5D,B00JDQKFPC,,Andrew Lee,Gift cards never disappoints,Five Stars,1454457600,
5.0,,True,"09 6, 2016",A3TBIY6NWZAW7F,B0091JL3OI,{'Gift Amount:': ' 0'},Amazon Customer,perfect,Five Stars,1473120000,
5.0,,True,"06 28, 2016",A3TBZQKI1PCF4O,B0091JL3OI,{'Gift Amount:': ' 50'},Amazon Customer,Love the mini box with the magnetic hold!,Five Stars,1467072000,
5.0,,True,"11 6, 2017",A5SJ74OO34WQG,B00FRL7UMS,,Adam Domanski,What can I really say.  It's a gift card.,Self explanatory,1509926400,
5.0,,True,"01 21, 2013",A32WDLL8WE5R0Z,B004KNWX1W,,susan bender,I was so pleased to go through the process of making the gift card and then printing it.  This gave me the opportunity to see how well designed the card was.  It looked great and the useful information printed on each side of the folded card insured that my brother-in-law would have no questions unanswered about how to redeem his gift.  I felt very good giving this amazon gift card as a holiday gift!,so well designed and clear for the recipient,1358726400,
5.0,,True,"02 8, 2016",A1XJC88D2FZ1FC,B00PG8502O,,JPC,Christmas gift.  Can be used at 5 or 6 different restaurants.  Nice gift!,Nice gift!,1454889600,
5.0,,True,"03 7, 2018",A188VP9M0HOQIP,B004LLIKVU,{'Gift Amount:': ' 50'},William McMillan,It was ok,It was drliverrd,1520380800,
5.0,,True,"01 30, 2018",A1VUDDPI0YXX3W,B00OX9OKO6,,William Brumby,As advertised.,Five Stars,1517270400,
5.0,,True,"11 23, 2015",AQW4MJL4Q101Y,B004Q7CK9M,{'Gift Amount:': ' 25'},Russell Swanson,very useful gets to person on time,Five Stars,1448236800,
5.0,,True,"07 30, 2014",A2G0LU042N5CP7,B004LLIKY2,,Diversity,"I love having money at my finger tips when I want to buy something.  I love even more receiving the receipt for the purchase by email and it says balance due, zero.  It makes my shopping for Kindle books and other items a fun experience.  I tell all my friends and relatives who want to give me a gift to make it an Amazon Gift Card. It never expires.","Shopping for ""Free.""",1406678400,
1.0,4,True,"12 29, 2014",A3Q1JBTJ9SG9Z8,B0078EPRPE,,er,Verifying balance on IHOP's website says the information is invalid and there is no phone number provided to verify the balance.,$0 balance,1419811200,
4.0,,True,"03 18, 2017",A2465ZWPBDB4DR,B0091JKVU0,{'Gift Amount:': ' 100'},Awesome,Makes a great gift.,Four Stars,1489795200,
5.0,,True,"10 27, 2014",A3T1X8IA06PAUG,B004LLIKY2,,siegfrid william,"well all excellent , would recommend",Five Stars,1414368000,
1.0,9,True,"12 28, 2015",ASSIJT32JGE03,B004Q7CK9M,{'Gift Amount:': ' 50'},joeinnyc,"I ordered this for my brother. He couldn't activate it. When he tried to get help, they said it was purchased through a third party and had not been activated. But my credit card had been charged. When I reached out to Amazon for help, I endured a 20 minute chat that just seemed to cut off (maybe Antonique had to use the bathroom?). Now I need to get my credit card company involved. If you want $50 of hassle, order this!",$50 of hassle,1451260800,
5.0,,True,"10 29, 2016",A2VVJXG2Z0F8IH,B005ESMJ02,{'Gift Amount:': ' 50'},WillieGee,In Philadelphia it's worth fifty bucks.,Five Stars,1477699200,
5.0,,True,"03 8, 2017",A1JVYUJ3F4V4FS,B00MV9GGEC,,Brooke Widerschein,easy gift,Five Stars,1488931200,
5.0,,True,"04 2, 2013",ARP5JELGIX04T,B007V6ETDK,,D. Shoemaker,What a great way to send a quick and easy gift. Amazon has a nice selection of styles and way to personalize.,quick & easy,1364860800,
5.0,,True,"08 4, 2014",A3D0U9O8N2ZSS5,B004RD8XPK,,Jesus Alejandro Zambrano Ortiz,Excelente...,Five Stars,1407110400,
5.0,,True,"01 26, 2015",A2AA4NI42ZGIFX,B00CT78IIS,,BRENDA WOMACK,"GrandDaughter loved, Email. and they worked with me I sent to old email and they canceled and sent new.",Five Stars,1422230400,
5.0,,True,"01 6, 2018",A1MLIB97IRIRZM,B00CHQ7I2S,{'Gift Amount:': ' 0'},Li from MD,Great Gift!,Five Stars,1515196800,
5.0,,True,"01 6, 2017",AH6XDPHC1IGQK,B0091JKVU0,{'Gift Amount:': ' 75'},Christen Knudson,Amazon gift cards are the perfect gift for everyone!!,Five Stars,1483660800,
5.0,,True,"04 19, 2015",A2Q7Y0UFC9JKQJ,B00O3YKR48,,LazyLimaBean,Nice box,Five Stars,1429401600,
5.0,,True,"12 18, 2013",A2BK7UYLJYKUHA,B00GXSCVUU,,John Carey,I needed to send a Christmas gift to my daughter and family in Japan. Quick as an email and they can choose what they want on Amazon.com.,Quick way to send a gift.,1387324800,
5.0,,True,"02 26, 2018",A1QUAXAGZW931P,B004LLIKVU,{'Gift Amount:': ' 50'},ncm,Handy,Five Stars,1519603200,
5.0,,True,"08 12, 2015",A3V7UHD29MBKB7,B00FTGF3P2,,Margie z.,My friend enjoy the gift very much.,Five Stars,1439337600,
5.0,,True,"04 27, 2013",A6AMVI33144RN,B004LLILGO,,richard staubach,When placed In a position that you need a quick gift this Is a great option. Easy to purchase and print out.,Quick gift,1367020800,
5.0,,True,"06 7, 2014",A14DXM8BLWU0XS,B005ESMJ02,{'Gift Amount:': ' 50'},Maureen,I have bought several gift cards and the recipient is always very happy to receive it.  It is more personal than cash.,Perfect Gift,1402099200,
5.0,,True,"09 8, 2014",APY8X36ABQOBB,B004Q7CK9M,{'Gift Amount:': ' 100'},Doughgirl,gave as gift as it was well received......,Five Stars,1410134400,
5.0,,True,"03 13, 2014",A2N2L264J0TZDR,B00G4IV2VI,,"Mary Lou Lyon-Lewis, MD",I rated it 5 star because it was easy for me to do and I needed to obtain a gift quickly.  the person receiving the gift was thrilled. There is nothing more thrilling than opening your computer and finding you have a gift that provides books. Having an easy assess to books is priceless.,an excellent way to provide a gife that everyone loves.,1394668800,
5.0,,True,"12 16, 2017",A39PE5JF24QL94,B005DHN6E2,{'Gift Amount:': ' 300'},Deidra Gager,"Convenient, and fast delivery.",Five Stars,1513382400,
5.0,,True,"12 18, 2016",A38NRHX6AL1XCQ,B01FYJMJHI,,michelle,Very convenient for me to send my daughter in vegas from sac!,,1482019200,
5.0,,True,"07 18, 2016",A1L2NJYQ9O10TP,B00YD5XWEY,,Lee ,fine,Five Stars,1468800000,
5.0,,True,"04 29, 2018",A1PQQI5E0EKR9I,B004LLIKVU,{'Gift Amount:': ' 50'},Jesse,Yea,Five Stars,1524960000,
5.0,,True,"02 16, 2015",A2O49S14JN2LNB,B004LLILF0,,Barbara Burns,This was the perfect and easy way to thank a colleague for going above and beyond.,Five Stars,1424044800,
5.0,,True,"11 6, 2016",A3C7PP0YFB299D,B00JDQJZWG,{'Gift Amount:': ' 50'},CRISPY,Gift card arrived on time and my sister loved the cupcake container.,Always a good idea,1478390400,
5.0,,True,"01 23, 2017",A25F72L3GQ1Y4N,B01E4QUN0W,{'Gift Amount:': ' 50'},sophia,"Box was so cute. Convenient and quick shopping, what's not to love.",what's not to love.,1485129600,
5.0,,True,"08 1, 2013",A10496119T23EZ,B004LLIKY2,,BILLIE,"I gave this for a gift, and the recipient was thrilled! This is a good gift, and I would consider giving it again.!",Gift Card,1375315200,
3.0,,True,"04 22, 2018",A3OUCOL1KQT4H1,B005ESMMWW,{'Gift Amount:': ' 50'},leslie A.,"I like that the gift card was in an attractive box.  However, I thought there would be a small gift card or place to write a name.  I had to wind up buying a card as well as gift bag.",I like that the gift card was in an attractive box,1524355200,
5.0,,True,"07 3, 2014",A3VW7NJGQVER48,B004LLIL6Y,,Adrian Reyes,Easy and straight forward,Five Stars,1404345600,
5.0,,True,"10 24, 2017",A33MVLD184CRF1,B00MV9GGEC,,Amazon Customer,gift card came very fast.,Five Stars,1508803200,
5.0,,True,"12 30, 2016",A1FKZL2UB32YIP,B00BXLUFQ4,,Jasper Penn,"I can get the perfect outfit for any occasion and get my hair done.
Completed all of my Christmas shopping here.
And this was a gift for my parents.",My one stop shop.,1483056000,
5.0,,True,"06 23, 2016",A3K3YK6FJNLJAT,B006PJI03Y,,Amazon Customer,The Fridays Burger. Yum!!!,Worked,1466640000,
5.0,,True,"06 27, 2013",A27WMU2ETUIZYM,B00B2TFH3I,,Grandma &amp;#34;G&amp;#34;,"You can trust Amazon, their site is secure. My family is all over USA and Europe. its the handies gift giving tool for this. 73yr. Old Grandmother, i've used it for years. Its always on time to the receiver. Your notified by Amazon when they pick it up on ttheir PC or Phone, TRY it, you'll love it. I do this for gifts being sent to them. I have to give 5 stars to Amazons support system.","Gift Cards, & Gifts",1372291200,
5.0,,True,"03 1, 2016",A3TEVH5YBI6Z49,B00MV9FCFQ,,Robert,"Nephew was very happy, thank you.",Five Stars,1456790400,
5.0,,True,"05 19, 2017",A1E90Y9V4T6BGO,B00MV9GCYQ,,Joshua Vaughn,I received the gift card within 10 minutes via email; very quick,Easy to redeem,1495152000,
5.0,,True,"12 24, 2015",A2D42RDU35CVC4,B00910XGTM,,Jeanne L. Nagel,For gift will be perfect,Five Stars,1450915200,
5.0,,True,"08 26, 2013",A15QB83LF2RYS3,B00895H7FO,,Mr. Marcus,"Perfect for a gift, specially if you forgot, you can just log-on and purchase this in a hurry and deliver it to any email address.  Can you say ""life-saver""...lol",Excellent...,1377475200,
5.0,,True,"01 14, 2017",A31E08N6BFULJL,B01E4QRAX0,{'Gift Amount:': ' 50'},Sandy,the receiver of this Amazon gift certificate was very pleased!,Five Stars,1484352000,
5.0,,True,"03 9, 2018",A2K28ZKS9SIPLN,B004LLIKVU,{'Gift Amount:': ' 50'},truckdoctor,Perfect. My grandson got a kick out of it.,Entertaining,1520553600,
5.0,,True,"05 6, 2015",A1BJ6VFG5AC634,B00BSXWOLG,,srpinni,Perfect as always.,Five Stars,1430870400,
5.0,,True,"01 5, 2014",AA4EJEH7GXYRT,B004LLILGO,,John Salyers,"At age 14, this was a great way to allow our grandson to purchase what he wanted directly from Amazon.",Grandson GIft,1388880000,
5.0,,True,"09 3, 2013",A2VRVAWDPDZ5FV,B00AF0K82U,,Amazon Customer,"This was so easy to use, and our recipient loved seeing a picture of our kids rather than just the typical
print out gift.",Cute Gift,1378166400,
5.0,,True,"01 28, 2013",AP2V3C87DH3VW,B00ACA3UMS,,Dawn,Gave several amazon gift cards to the men in my family that I didn't know what to get. They loved it!,Great Gift Idea,1359331200,
5.0,,True,"02 15, 2018",A201VH9TWILIK1,B004LLIKVU,{'Gift Amount:': ' 50'},Desiree Mitchell,Good gift card,Five Stars,1518652800,
5.0,,True,"03 3, 2016",A138NX96HEWA7F,B004LLIKY2,,Felicia Murillo,Exc Seller and product !!,Five Stars,1456963200,
1.0,6,True,"08 16, 2016",A3U4H4DNMO7K7L,B00YD74M4Q,,April,Was very inconvenient bc was not electronic,Not electronic,1471305600,
5.0,,True,"11 11, 2014",A31ZT26Q43CI1A,B004KNWWV8,,Diane Johnson,I like giving these since people can choose whatever they want.,Amazon gift card,1415664000,
5.0,,False,"11 14, 2014",A2FYXM29DVBNJG,B006PJHP62,,emily Heginbotham,Love curbside service,Apple bees who would have knew,1415923200,
5.0,,True,"07 7, 2017",AZ8CQ6E0G1ASJ,B004LLIL3M,,deeniecey,"Fast, easy, convenient thoughtful, effective.  Fun inspiring.  Always a staple in my birthday gift-giving repertoire.","easy, convenient thoughtful",1499385600,
5.0,,True,"08 19, 2014",A2MLH8K7HZR5WT,B00K0PO196,,Osiris Hernandez,Es la manera ms segura te guardar los dlares para luego comprar,Five Stars,1408406400,
5.0,,True,"11 2, 2015",A8E8AMZILLQ11,B00H5BMH44,,Adrian Morera,My cousin absolutely loved this Hoops and Yoyo card. She got the ecard within a few minutes of sending it to her. no  issues,No Issues,1446422400,
5.0,,True,"03 16, 2016",AQ8X2Q5RVK4RE,B00PG8502O,,Amanda Ivory,great gift for someone who enjoys eating out,liked it,1458086400,
5.0,,True,"09 26, 2016",A3EPEZ5RCFV837,B00MV9FPLM,,Michiko L. Roberts,"Used this for a party I threw and was still able to get ""The Wings' for my family's dinner",Five Stars,1474848000,
5.0,,True,"01 16, 2016",A2NKR3LVWHA2XN,B00B2TFSO6,,Marlene Kirk,Everything fine!,Five Stars,1452902400,
5.0,,True,"01 9, 2018",A2AS6FFDPYK7NK,B015WY0DOQ,,Deborah Sealey-Coe,Daughter loved this gift card!,Great gift!,1515456000,
5.0,,True,"10 12, 2012",A3C0H2NSP0JABC,B004KNWWU4,,Judy Hanrahan,"I really like the idea of printing a personalized gift card.  I have several family members that have Kindle e -readers and Kindle Fire.  However, I have tried on two separate occasions to print off a card and both times I could not.  I ended up calling customer service and getting a credit issued to me.  I have no idea what I am doing wrong!  Can someone give me a solution?  Has anyone else had problems?",Amazon Gift Cards,1350000000,
5.0,,True,"01 4, 2013",AW5UUFJZYMNHJ,B005EISPLE,,Ed,We gave one of these to my father and had our daughter color it in. Great gift card idea for a birthday card.,Great for toddlers to give to grandparents,1357257600,
5.0,,True,"02 17, 2017",A2WAFWB0H3LSE2,B00BXQIGA6,,Amazon Customer,GIFT,Five Stars,1487289600,
5.0,,True,"01 27, 2016",A1NIQX7SB8BHLD,B0091JKVU0,{'Gift Amount:': ' 50'},RK,son was very proud to get it,Five Stars,1453852800,
5.0,,True,"07 31, 2017",APRCBVXOW5WP1,B00MV9FJ0E,,Julia Marko,Arrived on time and as expected,Five Stars,1501459200,
5.0,,True,"01 16, 2017",A29Q37ZO9YML2N,B00FTGSKL6,,Leticia A. Gonzalez,All good,Five Stars,1484524800,
5.0,,True,"11 26, 2015",ABIGZ5R370RG7,B00H5BMH44,,Rosa I Hallowell,Love the easy of getting a card,Five Stars,1448496000,
5.0,,True,"12 25, 2015",A18OWWFERKGJOR,B016PASBWC,,Lily,Got it as a gift for my dad. Worked right away. No problems at all.,Five Stars,1451001600,
5.0,,True,"11 9, 2016",A2V16EINJY2HUB,B00I5428EE,,Gilbert Viloria,Excellent,Five Stars,1478649600,
5.0,,True,"06 14, 2017",A24F97HO9BY9NO,B006PJHPKI,,Lisa Jones,great deal,Five Stars,1497398400,
5.0,,True,"06 10, 2014",A2ALIU1YLRBS6T,B004KNWWMW,,Bacall,"I let too many days go by before I realized I had almost ""missed"" a birthday.....Amazon.com came to the rescue.  Thanks so much...",Perfect gift....,1402358400,
5.0,,True,"11 30, 2016",A13556DD839OEJ,B004LLIL96,,Jay,"Order came in fast, no need to hesitate if you're already looking to purchase a gift card for someone.",Five Stars,1480464000,
5.0,,True,"01 12, 2013",A3JCZ074B3R86O,B001GXRQW0,{'Gift Amount:': ' 25'},Mamer,Love it when someone uses Amazon so when it is time for gift giving I can just send them a Gift Card...,Gift card giving,1357948800,
5.0,,True,"10 21, 2015",AITF3FN1Y2UX2,B007V6ETDK,,Scooter,Good,Five Stars,1445385600,
1.0,,True,"12 26, 2015",A3TE4V8UQV5P5,B004Q7CK9M,{'Gift Amount:': ' 15'},Rosalie,"PLACED TWO IDENTICAL ORDERS FOR $15 GIFT CARD ON THE SAME DAY.  ONE WAS RECEIVED, THE OTHER CAN;T BE FOUND.  PLEASE SEND ANOTHER",ONE GIFT CARD CAN'T BE FOUND,1451088000,
5.0,,True,"02 11, 2014",A377TK7PGX0DN0,B004W8D0Y4,,Dyvon Melling,"I wanted to use a visa vanilla card to pay some of a subtotal as well as another card.  That's not an option, so I instead spent the total amount of the card on an one of these.  They e-mailed me the credit right away, quicker than fifteen minutes.  I was able to use the credit instantly and with no problems as the sum is automatically deducted from your total.  Easy to customize and redeem.",Worked Great,1392076800,
5.0,,False,"01 13, 2013",A1OMPK78WTA4ZC,B004KNWWMW,,Debra C. Pecor,It was awesome to go online and be able to print out our own gift card to send to our grandson for his birthday!!! And he loved it!  So easy and convenient.,Awesome!,1358035200,
5.0,,True,"01 19, 2015",AF4TXJFMP7P6A,B00G4IW690,,EternalOptimist2676,Easy to print.,Five Stars,1421625600,
5.0,,True,"12 31, 2016",AXPZ7IFUNPB9D,B00BXLT8M6,,Amazon Customer,Gift for sister...totally loves it!,Five Stars,1483142400,
1.0,16,True,"02 20, 2017",AIWDBL6JJKOIK,B00BXQIGA6,,MWC123,"One of these had no money on it - two were fine, but one of the gift recipients went to use hers and it had no value. Outside of ""return window"" but she didn't get around to using her holiday gift til now. Feeling gypped. Will contact Amazon but if you purchase these use or check the balance right away!",One of three cards was empty,1487548800,
5.0,,True,"07 18, 2016",A3A7W2GM1TCDP4,B00H5BMH44,,Sherrie L. Munsey,Loved being able to send a cute card with an amazon gift card along with it.,Great gift card idea!,1468800000,
5.0,,True,"07 12, 2016",A3M29NE6UBMJPJ,B00FTGSKL6,,stella bostic,"I will reorder . Fantastic & easy to use, thank you",Fantastic & easy to use,1468281600,
5.0,,True,"05 20, 2018",AZOIVS4SCKK18,B0091JL3OI,{'Gift Amount:': ' 0'},Kindle Customer,"I am giving this to my son for his birthday, he will love it.",he will love it.,1526774400,
5.0,,True,"12 30, 2013",A1TZHW1AAL775Q,B00G4IWEZG,,EMH,"A family member had asked for something, but was not specific about the 'flavor'.  Purchasing a Gift Card from amazon ensured he got exactly what he wanted.",Amazon Gift Card,1388361600,
5.0,,True,"02 26, 2018",A1U9GHYK3VPN96,B00GRLGF6O,,Amazon Customer,I purchased this card for my family for the restaurant at college when they visit my granddaughter.,Five Stars,1519603200,
5.0,,True,"05 10, 2015",A1M2QQ1J1G27Z3,B007V6ETXA,,lui,Useful idea to share with friends an family,Useful idea to share,1431216000,
5.0,,True,"11 17, 2014",AF7IOCW0937LJ,B00KFLZKFE,,Katie Tobia,Great gift card! :),Five Stars,1416182400,
5.0,,True,"02 12, 2013",A1WX37H1NLUH6G,B005ESMF5G,{'Gift Amount:': ' 50'},Anthony,This was a great gift for my wife who love's using Amazon for her Kindle books.  I would definately purchase this again.,Gift Card.,1360627200,
5.0,,True,"11 17, 2014",A3KNDZ4H0EDUQK,B0066AZGJI,,William D Lifland,Very easy to personalize with my own photo. Fastest and easiest way to send a gift!,Five Stars,1416182400,
5.0,,True,"05 2, 2016",A28ZR00M8BN5A,B0091JKVU0,{'Gift Amount:': ' 50'},No name,AWESOME!,Five Stars,1462147200,
5.0,3,True,"12 15, 2016",AI6BZ3IVXTDNU,B00O4I5HWA,,Amazon Customer,Easy to give to multiple people for xmas!,Five Stars,1481760000,
5.0,,True,"01 22, 2014",A2AJLWGYVADXNN,B00G4IW690,,KJT,This was a quick and easy purchase for a gift.  It printed out great and I was able to shop from the comfort of home!,Easy purchase,1390348800,
4.0,,True,"03 5, 2018",A31LYPM9GGUI4X,B00VF0MCCS,,caro,Was bought for a gift to a friend.,Four Stars,1520208000,
5.0,,True,"07 18, 2016",A3M3FAXQNTY7MB,B0066AZGJI,,Tara Harton,It was easy!,Five Stars,1468800000,
5.0,,True,"05 31, 2016",A3UADZWMHF4QTC,B004Q7CK9M,{'Gift Amount:': ' 20'},Amazon Customer,Very pleased,Five Stars,1464652800,
5.0,,False,"04 13, 2016",A12I9A785A584L,B00AS527QW,,Mommyplantsalot,"As described , great gift",As described,1460505600,
5.0,,True,"03 26, 2016",A35ZL3SVAXF593,B00HLAO65M,,Jerry-Candymachines.com,Perfect and I even used Amazon Points - was mailed right out.,GOOD PIZZA !!,1458950400,
5.0,,True,"02 10, 2018",AT4BO2D3FCYO7,B01E4QUN0W,{'Gift Amount:': ' 25'},2Boys3Dogs,Love the cute tin.  Gift card amount is printed on the card.,Gift card and tin are exactly what you see and would expect,1518220800,
5.0,,True,"03 26, 2013",A3P8JLQCTQ8P84,B00B2TFH3I,,missjudi1,"He got it on his birthday, I bought it on his birthday and he lives 300 miles away, How CONVENIENT is that!",Convenient Birthday Shopping,1364256000,
1.0,,True,"02 14, 2015",A3KGUJDDBNUXKI,B00B2TFSO6,,Joanna,Perfect!,One Star,1423872000,
4.0,,True,"09 29, 2015",AKME2IEHMYFK5,B00AR51Y5I,,VIRGINIA T,It came empty!,Four Stars,1443484800,
5.0,,True,"05 13, 2018",A18Y2TCRHCZH5N,B00BXQIGA6,,mariana gobatti,Amazing,Five Stars,1526169600,
5.0,,True,"08 28, 2014",A3IGICC8VSK2UA,B004Q7CK9M,,Donna M. Kramer,Gift cards are always a winner,Five Stars,1409184000,
5.0,,True,"01 23, 2016",A3W0H0RL2VN6IG,B018T7WSFA,,Pati B Vander Meer,The person I gave the card to was delighted.. She uses Amazong Prime all the time.,If they use Prime this is a great gift idea,1453507200,
5.0,,True,"01 22, 2017",A2QGQIPYWLUSEG,B00FTGESM6,,J. Jones,What could be wrong with Cold Stone Creamery Gift Cards...very well received.,Five Stars,1485043200,
5.0,,True,"07 24, 2016",A1QTEM6BGE57W2,B004LLILC8,,Amazon Customer,"Sent and received immediately.  Great. Could use better card designs.  Most if the cards were for birthday, more variety would be nice.",Great. Could use better card designs,1469318400,
5.0,3,True,"02 15, 2018",A23N26W0YE4HEE,B015WY0DOQ,,David P Pierre,Great stocking stuffer,Something that is always appreciated,1518652800,
5.0,,True,"12 13, 2012",A1MO53Q8ZCRTRC,B004Q7CK9M,{'Gift Amount:': ' 20'},Dani,Ordered this gift card as a gift for my daughter since she is always ordering books for her kindle. Great gift to give.,Great Gift,1355356800,
5.0,,True,"12 30, 2011",AQ5W23E74E82L,B0062ONJRE,,Rita,How absolutely perfect to be able to print a gift card to give immediately to someone.  Very easy process and easy to follow on the website.,printable gift card,1325203200,
5.0,,True,"04 13, 2013",A3R6NCIXAEA2Q2,B00895H7FO,,navymom3@charter.net,"It's really great to be able to purchase a KINDLE Gift Card for my grandson, who lives in another state far from us,  & just send it via e-mail! I've purchased them several times for his Kindle & have not had any problems. It's really secure as well as satisfying knowing it's a gift he likes very much.",Amazon Gift Card- KINDLE FIRE,1365811200,
5.0,,True,"07 5, 2017",A355DNMN2ESGTO,B014S24DAI,{'Gift Amount:': ' 50'},Xin W.,It works well.,Five Stars,1499212800,
5.0,,True,"07 10, 2014",A28FPC28UHFAGF,B004LLIL5U,,dorothy sommers,great gift for my grandaughter,Five Stars,1404950400,
5.0,,True,"03 18, 2017",AH36N2WA1FB6O,B00BXLSZPM,,Mike Francis,Great gift.,Great gift,1489795200,
